DISC MP4	TRACK	ARTIST	TITLE	LOCATION	FILE	TIME START	TIME END						
7	259	Patti LaBelle	Imagine	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	14:38:23.000	14:43:07.000						
7	260	Patti LaBelle	Forever Young	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	14:43:07.000	14:49:01.000						
7	261	Patti LaBelle	Stir It Up	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	14:49:01.000	14:51:21.000						
7	262	Patti LaBelle	Over the Rainbow	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	14:51:21.000	14:54:04.000						
7	263	Patti LaBelle	Why Can't I Get It Over	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	14:54:04.000	14:56:48.000						
7	264	Hall & Oates	Introduction by Bill Graham of Dionne Warwick	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	15:05:00.000	15:05:10.000						
7	265	Hall & Oates	Introduction by Dionne Warwick	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	15:05:10.000	15:05:43.000						
7	266	Hall & Oates	Out of Touch	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	15:05:43.000	15:10:10.000						
7	267	Hall & Oates	Maneater	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	15:10:10.000	15:15:37.000						
7	268	Hall & Oates + Eddie Kendricks	Get Ready	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	15:15:37.000	15:18:11.000						
7	269	Hall & Oates + David Ruffin	Ain't Too Proud to Beg	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	15:18:11.000	15:21:00.000						
7	270	Hall & Oates	The Way You Do the Things You Do	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	15:21:00.000	15:23:41.000						
7	271	Hall & Oates + Eddie Kendricks + David Ruffin	My Girl	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	15:23:41.000	15:27:22.000						
7	272	Mick Jagger	Introduction by Bette Midler	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	15:30:00.000	15:30:29.000						
7	273	Mick Jagger	Lonely at the Top	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	15:30:29.000	15:33:54.000						
7	274	Mick Jagger	Just Another Night	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	15:33:54.000	15:39:21.000						
7	275	Mick Jagger	Miss You	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	15:39:21.000	15:44:31.000						
7	276	Mick Jagger + Tina Turner	State of Shock	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	15:44:31.000	15:47:05.000						
7	277	Mick Jagger + Tina Turner	It's Only Rock 'n Roll (But I Like It) (Reprise)	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	15:47:05.000	15:50:00.000						
7	278	Bob Dylan + Keith Richards + Ronnie Wood	Introduction by Bill Graham of Jack Nicholson	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	15:54:00.000	15:54:20.000						
7	279	Bob Dylan + Keith Richards + Ronnie Wood	Introduction by Jack Nicholson	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	15:54:20.000	15:55:09.000						
7	280	Bob Dylan + Keith Richards + Ronnie Wood	Ballad of Hollis Brown	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	15:55:09.000	15:59:43.000						
7	281	Bob Dylan + Keith Richards + Ronnie Wood	When the Ship Comes In	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	15:59:43.000	16:03:19.000						
7	282	Bob Dylan + Keith Richards + Ronnie Wood	Blowin' in the Wind	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	16:03:19.000	16:07:55.000						
7	283	USA for Africa	We Are the World	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	16:10:00.000	16:18:57.000						
7	284	BBC	Closing Segments	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	16:18:57.000	16:24:31.000						
													
8	1	MTV	Opening Segments	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	00:00:00.000	00:04:21.000						
8	2	Coldstream Guards	Introduced by Richard Skinner - Royal Salute [Arrival of Prince and Princess of Wales]	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	00:04:21.000	00:04:46.000						
8	3	Coldstream Guards	"God Save the Queen [Note: First six bars only, Introduced by Tommy Vance]"	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	00:04:46.000	00:05:46.000						
8	4	Status Quo	Introduction by Tommy Vance	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	00:05:46.000	00:06:08.000						
8	5	Status Quo	Rockin' All Over the World	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	00:06:08.000	00:10:02.000						
8	6	Status Quo	Caroline	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	00:10:02.000	00:14:36.000						
8	7	Status Quo	Don't Waste My Time	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	00:14:36.000	00:19:10.000						
8	8	The Style Council	Introduction by Tommy Vance	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	00:23:21.000	00:23:46.000						
8	9	The Style Council	You're the Best Thing	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	00:23:46.000	00:28:46.000						
8	10	The Style Council	Big Boss Groove	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	00:28:46.000	00:32:41.000						
8	11	The Style Council	Internationalists	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	00:32:41.000	00:35:31.000						
8	12	The Style Council	Walls Come Tumbling Down!	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	00:35:31.000	00:39:07.000						
8	13	The Boomtown Rats	Introduction by Tommy Vance	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	00:48:21.000	00:48:42.000						
8	14	The Boomtown Rats	I Don't Like Mondays	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	00:48:42.000	00:53:59.000						
8	15	The Boomtown Rats	Drag Me Down	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	00:53:59.000	00:58:02.000						
8	16	The Boomtown Rats	Rat Trap	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	00:58:02.000	01:03:39.000						
8	17	Adam Ant	Introduction by Harvey Goldsmith	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	01:05:21.000	01:06:16.000						
8	18	Adam Ant	Vive Le Rock	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	01:06:16.000	01:09:42.000						
8	19	Oz for Africa	Introduction by Ian Meldrum	Video - Australia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	01:10:21.000	01:11:21.000						
8	20	Oz for Africa	Music	Video - Australia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	01:11:21.000	01:22:21.000						
8	21	Ultravox	Reap the Wild Wind	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	01:21:21.000	01:24:19.000						
8	22	Ultravox	Dancing with Tears in My Eyes	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	01:24:19.000	01:29:28.000						
8	23	Ultravox	One Small Day	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	01:29:28.000	01:33:17.000						
8	24	Ultravox	Vienna	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	01:33:17.000	01:38:03.000						
8	25	Loudness	Gotta Fight	Video - Japan	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	01:38:21.000	01:40:17.000						
8	26	Off Cause	Endless Night	Video - Japan	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	01:40:17.000	01:42:15.000						
8	27	Eikichi Yazawa	Take It Time	Video - Japan	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	01:42:15.000	01:44:06.000						
8	28	Motoharu San	Shame	Video - Japan	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	01:44:06.000	01:47:13.000						
8	29	Spandau Ballet	Introduction by Andy Peebles	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	01:50:21.000	01:50:53.000						
8	30	Spandau Ballet	Only When You Leave	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	01:50:53.000	01:56:15.000						
8	31	Bernard Watson	All I Really Want to Do	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	01:55:21.000	02:00:21.000						
8	32	Spandau Ballet	Virgin	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	01:56:15.000	02:00:55.000						
8	33	Bernard Watson	Interview	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:00:21.000	02:04:24.000						
8	34	Spandau Ballet	True	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:00:55.000	02:06:48.000						
8	35	Joan Baez	Introduction by Bill Graham of Jack Nicholson	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:05:21.000	02:06:07.000						
8	36	Joan Baez	Introduction by Jack Nicholson	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:06:07.000	02:07:26.000						
8	37	Joan Baez	Speech	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:07:26.000	02:08:41.000						
8	38	Joan Baez	Amazing Grace	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:08:41.000	02:10:36.000						
8	39	Joan Baez	We Are the World	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:10:36.000	02:13:10.000						
8	40	Elvis Costello	Introduction by Andy Peebles	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:11:21.000	02:11:45.000						
8	41	Elvis Costello	All You Need Is Love	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:11:45.000	02:15:27.000						
8	42	The Hooters	Introduction by Bill Graham of Chevy Chase and Joe Piscopo	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:14:21.000	02:15:51.000						
8	43	The Hooters	Introduction by Chevy Chase and Joe Piscopo	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:15:51.000	02:17:21.000						
8	44	Austria for Afrika	Introduction	Video - Austria	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:16:21.000	02:17:13.000						
8	45	Austria for Afrika	Warum	Video - Austria	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:17:13.000	02:21:44.000						
8	46	The Hooters	And We Danced	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:17:21.000	02:21:58.000						
8	47	The Hooters	All You Zombies	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:21:58.000	02:27:42.000						
8	48	Nik Kershaw	Introduction by Tommy Vance	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:26:21.000	02:27:00.000						
8	49	Nik Kershaw	Wide Boy	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:27:00.000	02:30:25.000						
8	50	Nik Kershaw	Don Quixote	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:30:25.000	02:35:13.000						
8	51	Nik Kershaw	The Riddle	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:35:13.000	02:39:26.000						
8	52	Four Tops	Introduction by Chevy Chase	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:36:21.000	02:36:41.000						
8	53	Four Tops	"Shake Me, Wake Me (When It's Over)"	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:36:41.000	02:39:23.000						
8	54	Four Tops	Bernadette	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:39:23.000	02:41:06.000						
8	55	Nik Kershaw	Wouldn't It Be Good	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:39:26.000	02:44:38.000						
8	56	Four Tops	It's the Same Old Song	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:41:06.000	02:42:26.000						
8	57	Four Tops	Reach Out I'll Be There	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:42:26.000	02:44:02.000						
8	58	Four Tops	"I Can't Help Myself (Sugar Pie, Honey Bunch)"	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:44:02.000	02:46:30.000						
8	59	B.B. King	Introduction [JVC North Sea Jazz Festival]	Video - Netherlands	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:44:21.000	02:45:01.000						
8	60	B.B. King	When It All Comes Down [JVC North Sea Jazz Festival]	Video - Netherlands	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:45:01.000	02:45:29.000						
8	61	B.B. King	Why I Sing the Blues [JVC North Sea Jazz Festival]	Video - Netherlands	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:45:29.000	02:48:50.000						
8	62	B.B. King	Don't Answer the Door [JVC North Sea Jazz Festival]	Video - Netherlands	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:48:50.000	02:51:48.000						
8	63	Billy Ocean	Introduction by Chevy Chase	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:49:21.000	02:49:41.000						
8	64	Billy Ocean	Caribbean Queen	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:49:41.000	02:53:49.000						
8	65	B.B. King	Rock Me Baby [JVC North Sea Jazz Festival]	Video - Netherlands	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:51:48.000	02:53:54.000						
8	66	Billy Ocean	Loverboy	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:53:49.000	02:57:27.000						
8	67	Sade	Introduction	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:57:21.000	02:57:34.000						
8	68	Sade	Why Can't We Live Together	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:57:34.000	03:03:09.000						
8	69	Black Sabbath	Introduction by Chevy Chase	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:59:21.000	02:59:41.000						
8	70	Black Sabbath	Children of the Grave	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	02:59:41.000	03:03:59.000						
8	71	Sade	Your Love Is King	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	03:03:09.000	03:07:43.000						
8	72	Black Sabbath	Iron Man	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	03:03:59.000	03:11:43.000						
8	73	Sade	Is It a Crime?	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	03:07:43.000	03:13:53.000						
8	74	Black Sabbath	Paranoid	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	03:11:43.000	03:15:01.000						
8	75	Yu Rock Mission	Introduction by Mladen Popovic	Video - Yugoslavia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	03:14:21.000	03:14:51.000						
8	76	Yu Rock Mission	For a Million Years	Video - Yugoslavia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	03:14:51.000	03:19:33.000						
8	77	Run–D.M.C.	Introduction by Joe Piscopo	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	03:16:21.000	03:16:41.000						
8	78	Run–D.M.C.	Jam Master Jay	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	03:16:41.000	03:19:41.000						
8	79	Run–D.M.C.	King of Rock	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	03:19:41.000	03:24:05.000						
8	80	Sting	Introduction by Noel Edmonds	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	03:22:21.000	03:24:47.000						
8	81	Sting	Roxanne	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	03:24:47.000	03:28:25.000						
8	82	Sting	Driven to Tears	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	03:28:25.000	03:31:42.000						
8	83	Rick Springfield	Introduction by Joe Piscopo	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	03:31:21.000	03:31:41.000						
8	84	Rick Springfield	Love Somebody	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	03:31:41.000	03:35:18.000						
8	85	Phil Collins	Against All Odds	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	03:31:42.000	03:35:07.000						
8	86	Sting	Message in a Bottle	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	03:35:07.000	03:39:39.000						
8	87	Rick Springfield	State of the Heart	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	03:35:18.000	03:39:22.000						
8	88	Rick Springfield	Human Touch	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	03:39:22.000	03:41:45.000						
8	89	Phil Collins	In the Air Tonight	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	03:39:39.000	03:44:24.000						
8	90	Sting + Phil Collins + Branford Marsalis	Long Long Way to Go	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	03:44:24.000	03:47:54.000						
8	91	Sting + Phil Collins + Branford Marsalis	Every Breath You Take	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	03:47:54.000	03:51:06.000						
8	92	REO Speedwagon	Introduction by Chevy Chase	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	03:51:21.000	03:51:41.000						
8	93	REO Speedwagon	Can't Fight This Feeling	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	03:51:41.000	03:57:06.000						
8	94	Howard Jones	Introduction by Andy Peebles	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	03:53:21.000	03:54:09.000						
8	95	Howard Jones	Hide and Seek	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	03:54:09.000	03:58:05.000						
8	96	REO Speedwagon + Beach Boys	Roll with the Changes	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	03:57:06.000	04:01:47.000						
8	97	________	Introduction by Vladimir Posner	Video - USSR	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	03:59:21.000	04:00:19.000						
8	98	________	______________	Video - USSR	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	04:00:19.000	04:05:38.000						
8	99	________	Speech by Vladimir Posner	Video - USSR	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	04:05:38.000	04:06:16.000						
8	100	________	___ _____ ___	Video - USSR	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	04:06:16.000	04:10:17.000						
8	101	Bryan Ferry + David Gilmour	Introduction by Andy Peebles	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	04:12:21.000	04:12:41.000						
8	102	Bryan Ferry + David Gilmour	Sensation	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	04:12:41.000	04:17:12.000						
8	103	"Crosby, Stills and Nash"	Southern Cross	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	04:16:21.000	04:21:18.000						
8	104	Bryan Ferry + David Gilmour	Boys and Girls	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	04:17:12.000	04:21:43.000						
8	105	"Crosby, Stills and Nash"	Teach Your Children	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	04:21:18.000	04:24:31.000						
8	106	Bryan Ferry + David Gilmour	Slave to Love	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	04:21:43.000	04:25:26.000						
8	107	"Crosby, Stills and Nash"	Suite: Judy Blue Eyes	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	04:24:31.000	04:32:36.000						
8	108	Bryan Ferry + David Gilmour	Jealous Guy	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	04:25:26.000	04:30:15.000						
8	109	Band Für Afrika	Introduction by Evelyn Selbert and Ken Janz	Video - Germany	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	04:31:21.000	04:31:41.000						
8	110	Band Für Afrika	Speech by Udo Lindenberg	Video - Germany	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	04:31:41.000	04:35:54.000						
8	111	Judas Priest	Introduction by Chevy Chase	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	04:33:21.000	04:33:41.000						
8	112	Judas Priest	Living After Midnight	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	04:33:41.000	04:37:42.000						
8	113	Band Für Afrika	Nackt im Wind	Video - Germany	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	04:35:54.000	04:39:57.000						
8	114	Judas Priest	The Green Manalishi (With the Two-Pronged Crown)	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	04:37:42.000	04:41:24.000						
8	115	Band Für Afrika	Ein Jahr (Es Geht Voran)	Video - Germany	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	04:39:57.000	04:42:26.000						
8	116	Judas Priest	You've Got Another Thing Comin'	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	04:41:24.000	04:48:40.000						
8	117	Paul Young	Introduction by Andy Peebles	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	04:44:21.000	04:45:22.000						
8	118	Paul Young	Do They Know It's Christmas? [Note: Intro Only]	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	04:45:22.000	04:46:15.000						
8	119	Paul Young	Come Back and Stay	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	04:46:15.000	04:53:25.000						
8	120	Paul Young + Alison Moyet	That's the Way Love Is	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	04:53:25.000	04:58:16.000						
8	121	Paul Young	Everytime You Go Away	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	04:58:16.000	05:05:08.000						
8	122	Bryan Adams	Introduction by Jack Nicholson	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	05:05:21.000	05:05:41.000						
8	123	Bryan Adams	Kids Wanna Rock	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	05:05:41.000	05:08:40.000						
8	124	Bryan Adams	Summer of '69	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	05:08:40.000	05:13:06.000						
8	125	Bryan Adams	Tears Are Not Enough	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	05:13:06.000	05:17:18.000						
8	126	Bryan Adams	Cuts Like a Knife	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	05:17:18.000	05:22:52.000						
8	127	U2	Introduction by Jack Nicholson	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	05:23:21.000	05:23:50.000						
8	128	U2	Introduction by Tommy Vance	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	05:23:50.000	05:24:31.000						
8	129	U2	Sunday Bloody Sunday	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	05:24:31.000	05:29:51.000						
8	130	U2	Bad [Note: Included Satellite of Love - Lou Reed; Ruby Tuesday - Rolling Stones; Sympathy for the Devil - Rolling Stones; Walk on the Wild Side - Lou Reed]	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	05:29:51.000	05:42:18.000						
8	131	The Beach Boys	Introduction by Bill Graham of Marilyn McCoo	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	05:43:21.000	05:43:41.000						
8	132	The Beach Boys	Introduction by Marilyn McCoo	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	05:43:41.000	05:44:14.000						
8	133	The Beach Boys	California Girls	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	05:44:14.000	05:46:45.000						
8	134	The Beach Boys	"Help Me, Rhonda"	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	05:46:45.000	05:49:52.000						
8	135	The Beach Boys	Wouldn't It Be Nice	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	05:49:52.000	05:52:55.000						
8	136	The Beach Boys	Good Vibrations	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	05:52:55.000	05:57:41.000						
8	137	The Beach Boys	Surfin' U.S.A.	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	05:57:41.000	06:00:21.000						
8	138	Dire Straits + Sting	Introduction by Bill Graham	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	06:04:21.000	06:04:41.000						
8	139	Dire Straits + Sting	Introduction by Tommy Vance	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	06:04:41.000	06:05:14.000						
8	140	Dire Straits + Sting	Money for Nothing	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	06:05:14.000	06:12:40.000						
8	141	Dire Straits	Sultans of Swing	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	06:12:40.000	06:23:57.000						
8	142	George Thorogood + Bo Didley	Introduction by George Segal	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	06:30:21.000	06:30:41.000						
8	143	George Thorogood + Bo Didley	Who Do You Love?	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	06:30:41.000	06:36:15.000						
8	144	George Thorogood	Tuning	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	06:36:15.000	06:37:14.000						
8	145	George Thorogood	The Sky Is Crying	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	06:37:14.000	06:43:17.000						
8	146	George Thorogood + Albert Collins	Madison Blues	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	06:43:17.000	06:48:27.000						
8	147	Griff Rhys-Jones + Mel Smith	Introduction by Andy Peebles	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	06:43:21.000	06:45:12.000						
8	148	Griff Rhys-Jones + Mel Smith	An Old Lady is Complaining About the Noise	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	06:45:12.000	06:45:32.000						
8	149	Queen	Bohemian Rhapsody [Note: First part only]	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	06:45:21.000	06:47:43.000						
8	150	Queen	Radio Ga Ga	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	06:47:43.000	06:51:43.000						
8	151	Queen	Interactive: Audience Call and Response	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	06:51:43.000	06:52:23.000						
8	152	Queen	Hammer to Fall	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	06:52:23.000	06:57:09.000						
8	153	Queen	Crazy Little Thing Called Love	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	06:57:09.000	07:00:46.000						
8	154	Queen	We Will Rock You	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	07:00:46.000	07:02:02.000						
8	155	Queen	We Are the Champions	London	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	07:02:02.000	07:05:43.000						
8	156	David Bowie + Mick Jagger	Introduction by Chevy Chase	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	07:06:21.000	07:06:31.000						
8	157	David Bowie + Mick Jagger	Dancing in the Streets	Video	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	07:06:31.000	07:09:16.000						
8	158	Simple Minds	Introduction by Joe Piscopo	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	07:09:21.000	07:09:45.000						
8	159	Simple Minds	Ghost Dancing	Philadelphia	Live Aid (1985) - S01E08 - MTV Simulcast.mp4	07:09:45.000	07:15:35.000						
