DISC MP4	TRACK	ARTIST	TITLE	LOCATION	FILE	TIME START	TIME END						
7	74	Black Sabbath	Paranoid	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	03:19:22.000	03:22:40.000						
7	75	Yu Rock Mission	Introduction by Mladen Popovic	Video - Yugoslavia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	03:22:00.000	03:22:30.000						
7	76	Yu Rock Mission	For a Million Years	Video - Yugoslavia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	03:22:30.000	03:27:12.000						
7	77	Run–D.M.C.	Introduction by Joe Piscopo	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	03:24:00.000	03:24:20.000						
7	78	Run–D.M.C.	Jam Master Jay	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	03:24:20.000	03:27:20.000						
7	79	Run–D.M.C.	King of Rock	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	03:27:20.000	03:31:44.000						
7	80	Sting	Introduction by Noel Edmonds	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	03:30:00.000	03:32:26.000						
7	81	Sting	Roxanne	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	03:32:26.000	03:36:04.000						
7	82	Sting	Driven to Tears	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	03:36:04.000	03:39:21.000						
7	83	Rick Springfield	Introduction by Joe Piscopo	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	03:39:00.000	03:39:20.000						
7	84	Rick Springfield	Love Somebody	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	03:39:20.000	03:42:57.000						
7	85	Phil Collins	Against All Odds	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	03:39:21.000	03:42:46.000						
7	86	Sting	Message in a Bottle	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	03:42:46.000	03:47:18.000						
7	87	Rick Springfield	State of the Heart	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	03:42:57.000	03:47:01.000						
7	88	Rick Springfield	Human Touch	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	03:47:01.000	03:49:24.000						
7	89	Phil Collins	In the Air Tonight	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	03:47:18.000	03:52:03.000						
7	90	Sting + Phil Collins + Branford Marsalis	Long Long Way to Go	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	03:52:03.000	03:55:33.000						
7	91	Sting + Phil Collins + Branford Marsalis	Every Breath You Take	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	03:55:33.000	03:58:45.000						
7	92	REO Speedwagon	Introduction by Chevy Chase	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	03:59:00.000	03:59:20.000						
7	93	REO Speedwagon	Can't Fight This Feeling	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	03:59:20.000	04:04:45.000						
7	94	Howard Jones	Introduction by Andy Peebles	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	04:01:00.000	04:01:48.000						
7	95	Howard Jones	Hide and Seek	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	04:01:48.000	04:05:44.000						
7	96	REO Speedwagon + Beach Boys	Roll with the Changes	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	04:04:45.000	04:09:26.000						
7	97	________	Introduction by Vladimir Posner	Video - USSR	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	04:07:00.000	04:07:58.000						
7	98	________	______________	Video - USSR	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	04:07:58.000	04:13:17.000						
7	99	________	Speech by Vladimir Posner	Video - USSR	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	04:13:17.000	04:13:55.000						
7	100	________	___ _____ ___	Video - USSR	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	04:13:55.000	04:17:56.000						
7	101	Bryan Ferry + David Gilmour	Introduction by Andy Peebles	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	04:20:00.000	04:20:20.000						
7	102	Bryan Ferry + David Gilmour	Sensation	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	04:20:20.000	04:24:51.000						
7	103	"Crosby, Stills and Nash"	Southern Cross	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	04:24:00.000	04:28:57.000						
7	104	Bryan Ferry + David Gilmour	Boys and Girls	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	04:24:51.000	04:29:22.000						
7	105	"Crosby, Stills and Nash"	Teach Your Children	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	04:28:57.000	04:32:10.000						
7	106	Bryan Ferry + David Gilmour	Slave to Love	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	04:29:22.000	04:33:05.000						
7	107	"Crosby, Stills and Nash"	Suite: Judy Blue Eyes	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	04:32:10.000	04:40:15.000						
7	108	Bryan Ferry + David Gilmour	Jealous Guy	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	04:33:05.000	04:37:54.000						
7	109	Band Für Afrika	Introduction by Evelyn Selbert and Ken Janz	Video - Germany	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	04:39:00.000	04:39:20.000						
7	110	Band Für Afrika	Speech by Udo Lindenberg	Video - Germany	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	04:39:20.000	04:43:33.000						
7	111	Judas Priest	Introduction by Chevy Chase	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	04:41:00.000	04:41:20.000						
7	112	Judas Priest	Living After Midnight	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	04:41:20.000	04:45:21.000						
7	113	Band Für Afrika	Nackt im Wind	Video - Germany	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	04:43:33.000	04:47:36.000						
7	114	Judas Priest	The Green Manalishi (With the Two-Pronged Crown)	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	04:45:21.000	04:49:03.000						
7	115	Band Für Afrika	Ein Jahr (Es Geht Voran)	Video - Germany	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	04:47:36.000	04:50:05.000						
7	116	Judas Priest	You've Got Another Thing Comin'	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	04:49:03.000	04:56:19.000						
7	117	Paul Young	Introduction by Andy Peebles	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	04:52:00.000	04:53:01.000						
7	118	Paul Young	Do They Know It's Christmas? [Note: Intro Only]	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	04:53:01.000	04:53:54.000						
7	119	Paul Young	Come Back and Stay	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	04:53:54.000	05:01:04.000						
7	120	Paul Young + Alison Moyet	That's the Way Love Is	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	05:01:04.000	05:05:55.000						
7	121	Paul Young	Everytime You Go Away	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	05:05:55.000	05:12:47.000						
7	122	Bryan Adams	Introduction by Jack Nicholson	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	05:13:00.000	05:13:20.000						
7	123	Bryan Adams	Kids Wanna Rock	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	05:13:20.000	05:16:19.000						
7	124	Bryan Adams	Summer of '69	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	05:16:19.000	05:20:45.000						
7	125	Bryan Adams	Tears Are Not Enough	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	05:20:45.000	05:24:57.000						
7	126	Bryan Adams	Cuts Like a Knife	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	05:24:57.000	05:30:31.000						
7	127	U2	Introduction by Jack Nicholson	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	05:31:00.000	05:31:29.000						
7	128	U2	Introduction by Tommy Vance	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	05:31:29.000	05:32:10.000						
7	129	U2	Sunday Bloody Sunday	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	05:32:10.000	05:37:30.000						
7	130	U2	Bad [Note: Included Satellite of Love - Lou Reed; Ruby Tuesday - Rolling Stones; Sympathy for the Devil - Rolling Stones; Walk on the Wild Side - Lou Reed]	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	05:37:30.000	05:49:57.000						
7	131	The Beach Boys	Introduction by Bill Graham of Marilyn McCoo	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	05:51:00.000	05:51:20.000						
7	132	The Beach Boys	Introduction by Marilyn McCoo	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	05:51:20.000	05:51:53.000						
7	133	The Beach Boys	California Girls	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	05:51:53.000	05:54:24.000						
7	134	The Beach Boys	"Help Me, Rhonda"	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	05:54:24.000	05:57:31.000						
7	135	The Beach Boys	Wouldn't It Be Nice	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	05:57:31.000	06:00:34.000						
7	136	The Beach Boys	Good Vibrations	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	06:00:34.000	06:05:20.000						
7	137	The Beach Boys	Surfin' U.S.A.	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	06:05:20.000	06:08:00.000						
7	138	Dire Straits + Sting	Introduction by Bill Graham	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	06:12:00.000	06:12:20.000						
7	139	Dire Straits + Sting	Introduction by Tommy Vance	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	06:12:20.000	06:12:53.000						
7	140	Dire Straits + Sting	Money for Nothing	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	06:12:53.000	06:20:19.000						
7	141	Dire Straits	Sultans of Swing	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	06:20:19.000	06:31:36.000						
7	142	George Thorogood + Bo Didley	Introduction by George Segal	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	06:38:00.000	06:38:20.000						
7	143	George Thorogood + Bo Didley	Who Do You Love?	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	06:38:20.000	06:43:54.000						
7	144	George Thorogood	Tuning	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	06:43:54.000	06:44:53.000						
7	145	George Thorogood	The Sky Is Crying	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	06:44:53.000	06:50:56.000						
7	146	George Thorogood + Albert Collins	Madison Blues	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	06:50:56.000	06:56:06.000						
7	147	Griff Rhys-Jones + Mel Smith	Introduction by Andy Peebles	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	06:51:00.000	06:52:51.000						
7	148	Griff Rhys-Jones + Mel Smith	An Old Lady is Complaining About the Noise	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	06:52:51.000	06:53:11.000						
7	149	Queen	Bohemian Rhapsody [Note: First part only]	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	06:53:00.000	06:55:22.000						
7	150	Queen	Radio Ga Ga	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	06:55:22.000	06:59:22.000						
7	151	Queen	Interactive: Audience Call and Response	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	06:59:22.000	07:00:02.000						
7	152	Queen	Hammer to Fall	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	07:00:02.000	07:04:48.000						
7	153	Queen	Crazy Little Thing Called Love	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	07:04:48.000	07:08:25.000						
7	154	Queen	We Will Rock You	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	07:08:25.000	07:09:41.000						
7	155	Queen	We Are the Champions	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	07:09:41.000	07:13:22.000						
7	156	David Bowie + Mick Jagger	Introduction by Chevy Chase	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	07:14:00.000	07:14:10.000						
7	157	David Bowie + Mick Jagger	Dancing in the Streets	Video	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	07:14:10.000	07:16:55.000						
7	158	Simple Minds	Introduction by Joe Piscopo	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	07:17:00.000	07:17:24.000						
7	159	Simple Minds	Ghost Dancing	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	07:17:24.000	07:23:14.000						
7	160	Simple Minds	Don't You (Forget About Me)	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	07:23:14.000	07:30:10.000						
7	161	Simple Minds	Promised You a Miracle	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	07:30:10.000	07:33:10.000						
7	162	David Bowie	Introduction by Chevy Chase	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	07:35:00.000	07:35:16.000						
7	163	David Bowie	Introduction by Andy Peebles	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	07:35:16.000	07:35:26.000						
7	164	David Bowie	TVC 15	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	07:35:26.000	07:39:01.000						
7	165	David Bowie	Rebel Rebel	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	07:39:01.000	07:42:14.000						
7	166	David Bowie	Modern Love	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	07:42:14.000	07:45:45.000						
7	167	David Bowie	Heroes	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	07:45:45.000	07:52:26.000						
7	168	CBC	Introduction by David Bowie	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	07:52:26.000	07:53:07.000						
7	169	Pretenders	Introduction by Grace Slick	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	07:53:00.000	07:53:20.000						
7	170	CBC	Famine Video	Video	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	07:53:07.000	07:56:52.000						
7	171	Pretenders	Time the Avenger	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	07:53:20.000	07:56:55.000						
7	172	Pretenders	Message of Love	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	07:56:55.000	08:00:10.000						
7	173	Pretenders	Stop Your Sobbing	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	08:00:10.000	08:02:10.000						
7	174	Pretenders	Back on the Chain Gang	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	08:02:10.000	08:05:45.000						
7	175	Pretenders	Middle of the Road	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	08:05:45.000	08:09:47.000						
7	176	The Who	Introduction by Jack Nicholson	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	08:11:00.000	08:12:13.000						
7	177	The Who	Introduction by Tommy Vance	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	08:12:13.000	08:14:23.000						
7	178	The Who	"My Generation [Note: BBC blew a fuse. Broadcast interrupted, band kept playing]"	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	08:14:23.000	08:16:03.000						
7	179	The Who	"Pinball Wizard [Note: BBC blew a fuse. Broadcast interrupted, band kept playing]"	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	08:16:03.000	08:19:05.000						
7	180	The Who	"Love, Reign o'er Me"	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	08:19:05.000	08:23:52.000						
7	181	The Who	Won't Get Fooled Again	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	08:23:52.000	08:33:17.000						
7	182	Santana	Introduction by Bill Graham	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	08:33:00.000	08:33:09.000						
7	183	Santana	Brotherhood	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	08:33:09.000	08:36:31.000						
7	184	Santana	Primera Invasion	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	08:36:31.000	08:38:42.000						
7	185	Santana	Open Invitation	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	08:38:42.000	08:43:56.000						
7	186	Phil Collins + Steve Blacknell	"Concorde Interview [On BBC, played during Santana performance]"	Video	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	08:39:00.000	08:42:06.000						
7	187	Norwegian Band Aid	All of Us	Video - Norway	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	08:42:06.000	08:46:52.000						
7	188	Santana + Pat Metheny	By the Pool	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	08:43:56.000	08:48:28.000						
7	189	Santana + Pat Metheny	Right Now	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	08:48:28.000	08:51:28.000						
7	190	Elton John	Introduction by Billy Connolly	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	09:02:00.000	09:03:07.000						
7	191	Elton John	I'm Still Standing	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	09:03:07.000	09:06:27.000						
7	192	Elton John	Bennie and the Jets	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	09:06:27.000	09:11:07.000						
7	193	Ashford & Simpson	Solid	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	09:09:00.000	09:13:56.000						
7	194	Elton John	Rocket Man	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	09:11:07.000	09:15:51.000						
7	195	Ashford & Simpson + Teddy Pendergrass	Reach Out and Touch (Somebody's Hand)	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	09:13:56.000	09:20:01.000						
7	196	Elton John	Presentation of the Band	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	09:15:51.000	09:16:25.000						
7	197	Elton John + Kiki Dee	Don't Go Breaking My Heart (with Kiki Dee)	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	09:16:25.000	09:21:16.000						
7	198	Elton John + Wham!	Don't Let the Sun Go Down on Me (with Wham!)	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	09:21:16.000	09:26:51.000						
7	199	Elton John	Can I Get a Witness	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	09:26:51.000	09:30:33.000						
7	200	Kool & The Gang	Stand Up and Sing	Video - Pre-recorded video	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	09:31:00.000	09:33:01.000						
7	201	Kool & The Gang	Cherish	Video - Pre-recorded video	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	09:33:01.000	09:36:12.000						
7	202	Madonna	Introduction by Bill Graham of Bette Midler	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	09:39:00.000	09:39:10.000						
7	203	Madonna	Introduction by Bette Midler	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	09:39:10.000	09:39:20.000						
7	204	Madonna	Holiday	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	09:39:20.000	09:45:40.000						
7	205	Madonna	Into the Groove	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	09:45:40.000	09:52:09.000						
7	206	Madonna + Thompson Twins + Nile Rodgers	"Love Makes the World Go Round"" (w/Thompson Twins and Nile Rodgers)"	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	09:52:09.000	09:57:26.000						
7	207	Freddie Mercury + Brian May	Introduction by John Hurt	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	10:00:00.000	10:00:35.000						
7	208	Freddie Mercury + Brian May	Is This the World We Created...?	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	10:00:35.000	10:03:32.000						
7	209	Paul McCartney + David Bowie + Bob Geldof + Alison Moyet + Pete Townshend	Let It Be	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	10:03:00.000	10:07:52.000						
7	210	Band Aid	Intermission	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	10:09:00.000	10:09:57.000						
7	211	Band Aid	Do They Know It's Christmas?	London	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	10:09:57.000	10:13:38.000						
7	212	Tom Petty and the Heartbreakers	Introduction by Bill Graham of Don Johnson	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	10:14:00.000	10:14:10.000						
7	213	Tom Petty and the Heartbreakers	Introduction by Don Johnson	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	10:14:10.000	10:14:20.000						
7	214	Tom Petty and the Heartbreakers	American Girl	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	10:14:20.000	10:18:27.000						
7	215	Tom Petty and the Heartbreakers	The Waiting	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	10:18:27.000	10:23:13.000						
7	216	Tom Petty and the Heartbreakers	Rebels	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	10:23:13.000	10:28:55.000						
7	217	Tom Petty and the Heartbreakers	Refugee	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	10:28:55.000	10:32:39.000						
7	218	Kenny Loggins	Introduction by Chevy Chase	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	10:42:00.000	10:42:20.000						
7	219	Kenny Loggins	Footloose	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	10:42:20.000	10:46:34.000						
7	220	The Cars	You Might Think	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	10:51:00.000	10:54:02.000						
7	221	The Cars	Drive	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	10:54:02.000	10:58:06.000						
7	222	The Cars	Just What I Needed	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	10:58:06.000	11:01:32.000						
7	223	The Cars	Heartbeat City	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	11:01:32.000	11:06:43.000						
7	224	Neil Young	Introduction by Joe Piscopo	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	11:18:00.000	11:18:10.000						
7	225	Neil Young	Sugar Mountain	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	11:18:10.000	11:22:55.000						
7	226	Neil Young	The Needle and the Damage Done	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	11:22:55.000	11:25:26.000						
7	227	Neil Young	Helpless	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	11:25:26.000	11:29:48.000						
7	228	Neil Young	Nothing Is Perfect (In God's Perfect Plan)	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	11:29:48.000	11:34:32.000						
7	229	Neil Young	Powderfinger	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	11:34:32.000	11:39:21.000						
7	230	The Power Station	Introduction by Don Johnson	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	11:54:00.000	11:54:17.000						
7	231	The Power Station	Murderess	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	11:54:17.000	11:58:37.000						
7	232	The Power Station	Get It On	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	11:58:37.000	12:04:37.000						
7	233	Thompson Twins	Introduction by Bette Midler	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	12:33:00.000	12:33:53.000						
7	234	Thompson Twins	Hold Me Now	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	12:36:53.000	12:44:52.000						
7	235	Thompson Twins + Madonna + Steve Stevens + Nile Rodgers	Revolution	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	12:44:52.000	12:49:39.000						
7	236	Eric Clapton	Introduction by Bill Graham	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	12:53:00.000	12:53:10.000						
7	237	Eric Clapton	White Room	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	12:53:10.000	12:58:23.000						
7	238	Eric Clapton	She's Waiting	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	12:58:23.000	13:03:07.000						
7	239	Eric Clapton	Layla	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	13:03:07.000	13:09:51.000						
7	240	Phil Collins	Introduction by Jack Nicholson and Bette Midler	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	13:15:00.000	13:16:02.000						
7	241	Phil Collins	Against All Odds (Take a Look at Me Now)	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	13:16:02.000	13:19:47.000						
7	242	Phil Collins	In the Air Tonight	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	13:19:47.000	13:24:23.000						
7	243	Led Zeppelin	Introduction by Phil Collins	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	13:25:00.000	13:26:36.000						
7	244	Led Zeppelin	Rock and Roll	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	13:26:36.000	13:31:19.000						
7	245	Led Zeppelin	Whole Lotta Love	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	13:31:19.000	13:36:39.000						
7	246	Led Zeppelin	Stairway to Heaven	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	13:36:39.000	13:45:58.000						
7	247	"Crosby, Stills, Nash & Young"	Only Love Can Break Your Heart	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	13:54:00.000	13:57:33.000						
7	248	"Crosby, Stills, Nash & Young"	Tuning	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	13:57:33.000	13:58:17.000						
7	249	"Crosby, Stills, Nash & Young"	Daylight Again	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	13:58:17.000	14:00:42.000						
7	250	Duran Duran	Introduction by Chevy Chase	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	14:01:00.000	14:01:15.000						
7	251	Duran Duran	A View to a Kill	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	14:01:15.000	14:05:22.000						
7	252	Duran Duran	Union of the Snake	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	14:05:22.000	14:10:03.000						
7	253	Duran Duran	Save a Prayer	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	14:10:03.000	14:16:47.000						
7	254	Duran Duran	The Reflex	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	14:16:47.000	14:22:48.000						
7	255	Cliff Richard	Introduction by Andy Kershaw	Video - BBC Chat Room	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	14:26:00.000	14:26:01.000						
7	256	Cliff Richard	A World of Difference	Video - BBC Chat Room	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	14:26:10.000	14:28:56.000						
7	257	Patti LaBelle	Introduction by Bette Midler	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	14:35:00.000	14:35:32.000						
7	258	Patti LaBelle	New Attitude	Philadelphia	Live Aid (1985) - S01E07 - BBC Simulcast.mp4	14:35:32.000	14:38:23.000						
