DISC MP4	TRACK	ARTIST	TITLE	LOCATION	TIME START	TIME END	FILE
2	30	Elton John + George Michael	Don't Let The Sun Go Down On Me	London	02:17:14.793	02:23:30.001	Live Aid (1985) - S01E02 - Disc 2.mp4
2	31	---	Closing Credits	Video [Concorde]	02:23:30.001	02:24:45.777	Live Aid (1985) - S01E02 - Disc 2.mp4
							
3	1	---	Opening Credits	Philadelphia	00:00:00.000	00:01:27.888	Live Aid (1985) - S01E03 - Disc 3.mp4
3	2	Madonna	Holiday	Philadelphia	00:01:27.888	00:07:50.904	Live Aid (1985) - S01E03 - Disc 3.mp4
3	3	Madonna	Get Into the Groove	Philadelphia	00:07:50.904	00:13:15.194	Live Aid (1985) - S01E03 - Disc 3.mp4
3	4	Freddie Mercury + Brian May	Is This the World We Created?	London	00:13:15.194	00:16:39.232	Live Aid (1985) - S01E03 - Disc 3.mp4
3	5	Paul McCartney	Let It Be	London	00:16:39.232	00:22:08.194	Live Aid (1985) - S01E03 - Disc 3.mp4
3	6	Band Aid	Do They Know It's Christmas?	London	00:22:08.194	00:26:45.604	Live Aid (1985) - S01E03 - Disc 3.mp4
3	7	Tom Petty And The Heartbreakers	American Girl	Philadelphia	00:26:45.604	00:31:03.462	Live Aid (1985) - S01E03 - Disc 3.mp4
3	8	Tom Petty And The Heartbreakers	Refugee	Philadelphia	00:31:03.462	00:35:09.774	Live Aid (1985) - S01E03 - Disc 3.mp4
3	9	Black Sabbath + Ozzy Osbourne	Paranoid	Philadelphia	00:35:09.774	00:39:06.144	Live Aid (1985) - S01E03 - Disc 3.mp4
3	10	REO Speedwagon	Can't Fight This Feeling	Philadelphia	00:39:06.144	00:44:25.196	Live Aid (1985) - S01E03 - Disc 3.mp4
3	11	REO Speedwagon	Roll With the Changes	Philadelphia	00:44:25.196	00:49:55.259	Live Aid (1985) - S01E03 - Disc 3.mp4
3	12	Crosby, Stills & Nash	Teach Your Children	Philadelphia	00:49:55.259	00:53:35.045	Live Aid (1985) - S01E03 - Disc 3.mp4
3	13	Judas Priest	Living After Midnight	Philadelphia	00:53:35.045	00:57:35.986	Live Aid (1985) - S01E03 - Disc 3.mp4
3	14	Judas Priest	Green Manalishi	Philadelphia	00:57:35.986	01:01:41.431	Live Aid (1985) - S01E03 - Disc 3.mp4
3	15	The Cars	Just What I Needed	Philadelphia	01:01:41.431	01:05:08.338	Live Aid (1985) - S01E03 - Disc 3.mp4
3	16	The Cars	Heartbeat City	Philadelphia	01:05:08.338	01:10:21.884	Live Aid (1985) - S01E03 - Disc 3.mp4
3	17	Neil Young	The Needle and the Damage Done	Philadelphia	01:10:21.884	01:12:58.875	Live Aid (1985) - S01E03 - Disc 3.mp4
3	18	Neil Young	Nothing Is Perfect (In God's Perfect Plan)	Philadelphia	01:12:58.875	01:17:37.887	Live Aid (1985) - S01E03 - Disc 3.mp4
3	19	Thompson Twins + Steve Stevens + Nile Rodgers + Madonna	Revolution	Philadelphia	01:17:37.887	01:23:13.956	Live Aid (1985) - S01E03 - Disc 3.mp4
3	20	Eric Clapton	White Room	Philadelphia	01:23:13.956	01:28:37.279	Live Aid (1985) - S01E03 - Disc 3.mp4
3	21	Eric Clapton	She's Waiting	Philadelphia	01:28:37.279	01:33:35.810	Live Aid (1985) - S01E03 - Disc 3.mp4
3	22	Eric Clapton	Layla	Philadelphia	01:33:35.810	01:37:24.205	Live Aid (1985) - S01E03 - Disc 3.mp4
3	23	Eric Clapton + Phil Collins Et Al	Layla Piano Exit	Philadelphia	01:37:24.205	01:40:37.865	Live Aid (1985) - S01E03 - Disc 3.mp4
3	24	---	Jack Nicholson + Bette Midler	Philadelphia	01:40:37.865	01:41:48.536	Live Aid (1985) - S01E03 - Disc 3.mp4
3	25	Phil Collins	In the Air Tonight	London	01:41:48.536	01:47:01.982	Live Aid (1985) - S01E03 - Disc 3.mp4
3	26	Duran Duran	Union of the Snake	Philadelphia	01:47:01.982	01:52:12.893	Live Aid (1985) - S01E03 - Disc 3.mp4
3	27	Duran Duran	Save A Prayer	Philadelphia	01:52:12.893	01:58:45.385	Live Aid (1985) - S01E03 - Disc 3.mp4
3	28	Duran Duran	The Reflex	Philadelphia	01:58:45.385	02:05:34.994	Live Aid (1985) - S01E03 - Disc 3.mp4
3	29	Patti Labelle	Imagine	Philadelphia	02:05:34.994	02:10:37.997	Live Aid (1985) - S01E03 - Disc 3.mp4
3	30	Patti Labelle	Forever Young	Philadelphia	02:10:37.997	02:16:36.188	Live Aid (1985) - S01E03 - Disc 3.mp4
							
4	1	Daryl Hall & John Oates	Maneater	Philadelphia	00:00:00.000	00:05:36.000	Live Aid (1985) - S01E04 - Disc 4.mp4
4	2	Daryl Hall & John Oates + Eddie Kendricks	Get Ready (Cos Here I Come)	Philadelphia	00:05:36.000	00:08:26.000	Live Aid (1985) - S01E04 - Disc 4.mp4
4	3	Daryl Hall & John Oates + Eddie Kendricks + David Ruffin	Ain't Too Proud to Beg	Philadelphia	00:08:26.000	00:11:05.000	Live Aid (1985) - S01E04 - Disc 4.mp4
4	4	Daryl Hall & John Oates + Eddie Kendricks + David Ruffin	My Girl	Philadelphia	00:11:05.000	00:14:54.000	Live Aid (1985) - S01E04 - Disc 4.mp4
4	5	Mick Jagger	Just Another Night	Philadelphia	00:14:54.000	00:18:27.000	Live Aid (1985) - S01E04 - Disc 4.mp4
4	6	Mick Jagger	Just Another Night (Extended Vamp)	Philadelphia	00:18:32.000	00:20:31.000	Live Aid (1985) - S01E04 - Disc 4.mp4
4	7	Mick Jagger	Miss You	Philadelphia	00:20:31.000	00:25:46.000	Live Aid (1985) - S01E04 - Disc 4.mp4
4	8	Mick Jagger + Tina Turner	State of Shock	Philadelphia	00:25:47.000	00:28:24.000	Live Aid (1985) - S01E04 - Disc 4.mp4
4	9	Mick Jagger + Tina Turner	It's Only Rock 'N' Roll	Philadelphia	00:28:24.000	00:31:35.000	Live Aid (1985) - S01E04 - Disc 4.mp4
4	10	Bob Dylan + Keith Richards + Ron Wood	Blowing in the Wind	Philadelphia	00:31:35.000	00:38:14.000	Live Aid (1985) - S01E04 - Disc 4.mp4
4	11	USA For Africa	We Are the World (Finale)	Philadelphia	00:38:14.000	00:45:51.000	Live Aid (1985) - S01E04 - Disc 4.mp4
4	12	INXS	What You Need	Video [Australia]	00:45:52.000	00:49:26.000	Live Aid (1985) - S01E04 - Disc 4.mp4
4	13	INXS	Don't Change	Video [Australia]	00:49:26.000	00:54:38.000	Live Aid (1985) - S01E04 - Disc 4.mp4
4	14	B.B. King	Why I Sing the Blues	Video [Netherlands]	00:54:38.000	00:58:12.000	Live Aid (1985) - S01E04 - Disc 4.mp4
4	15	B.B. King	Don't Answer the Door	Video [Netherlands]	00:58:12.000	01:05:15.000	Live Aid (1985) - S01E04 - Disc 4.mp4
4	16	B.B. King	Rock Me Baby	Video [Netherlands]	01:05:15.000	01:06:14.000	Live Aid (1985) - S01E04 - Disc 4.mp4
4	17	Ashford & Simpson + Teddy Pendergrass	Reach Out and Touch	Philadelphia	01:06:14.000	01:12:34.000	Live Aid (1985) - S01E04 - Disc 4.mp4
4	18	Run D.M.C	King of Rock	Philadelphia	01:12:34.000	01:20:02.000	Live Aid (1985) - S01E04 - Disc 4.mp4
							
5	1	Cliff Richard	A World of Difference	Video	00:00:00.000	00:02:52.000	Live Aid (1985) - S01E05 - Disc 4 Extras.mp4
5	2	Various	Austria for Afrika	Video [Austria]	00:02:52.000	00:06:05.000	Live Aid (1985) - S01E05 - Disc 4 Extras.mp4
5	3	Various	Band Aid - Germany	Video [Germany]	00:06:05.000	00:08:40.000	Live Aid (1985) - S01E05 - Disc 4 Extras.mp4
5	4	Various	Live Aid - Japan	Video [Japan]	00:08:40.000	00:09:52.000	Live Aid (1985) - S01E05 - Disc 4 Extras.mp4
5	5	Autograph	Live Aid - USSR	Video [USSR]	00:09:52.000	00:12:08.000	Live Aid (1985) - S01E05 - Disc 4 Extras.mp4
5	6	Yu Rock Mission	Live Aid - Yugoslavia	Video [Yugoslavia]	00:12:08.000	00:13:51.000	Live Aid (1985) - S01E05 - Disc 4 Extras.mp4
5	7	All of Us	Live Aid - Norway	Video [Norway]	00:13:51.000	00:17:35.000	Live Aid (1985) - S01E05 - Disc 4 Extras.mp4
5	8	David Bowie + Mick Jagger	Dancing in the Streets	Video	00:17:35.000	00:20:29.000	Live Aid (1985) - S01E05 - Disc 4 Extras.mp4
							
6	1	Documentary	Food Trucks and Rock 'N' Roll	Video	00:00:00.000	01:05:03.000	Live Aid (1985) - S01E06 - Disc 4 Documentary.mp4
							
7	1	BBC	Opening Segments	London	00:00:00.000	00:12:00.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	2	Coldstream Guards	Introduced by Richard Skinner - Royal Salute [Arrival of Prince and Princess of Wales]	London	00:12:00.000	00:12:25.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	3	Coldstream Guards	God Save the Queen [Note: First six bars only, Introduced by Tommy Vance]	London	00:12:25.000	00:13:25.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	4	Status Quo	Introduction by Tommy Vance	London	00:13:25.000	00:13:47.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	5	Status Quo	Rockin' All Over the World	London	00:13:47.000	00:17:41.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	6	Status Quo	Caroline	London	00:17:41.000	00:22:15.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	7	Status Quo	Don't Waste My Time	London	00:22:15.000	00:26:49.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	8	The Style Council	Introduction by Tommy Vance	London	00:31:00.000	00:31:25.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	9	The Style Council	You're the Best Thing	London	00:31:25.000	00:36:25.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	10	The Style Council	Big Boss Groove	London	00:36:25.000	00:40:20.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	11	The Style Council	Internationalists	London	00:40:20.000	00:43:10.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	12	The Style Council	Walls Come Tumbling Down!	London	00:43:10.000	00:46:46.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	13	The Boomtown Rats	Introduction by Tommy Vance	London	00:56:00.000	00:56:21.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	14	The Boomtown Rats	I Don't Like Mondays	London	00:56:21.000	01:01:38.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	15	The Boomtown Rats	Drag Me Down	London	01:01:38.000	01:05:41.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	16	The Boomtown Rats	Rat Trap	London	01:05:41.000	01:11:18.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	17	Adam Ant	Introduction by Harvey Goldsmith	London	01:13:00.000	01:13:55.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	18	Adam Ant	Vive Le Rock	London	01:13:55.000	01:17:21.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	19	Oz for Africa	Introduction by Ian Meldrum	Video - Australia	01:18:00.000	01:19:00.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	20	Oz for Africa	Music	Video - Australia	01:19:00.000	01:30:00.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	21	Ultravox	Reap the Wild Wind	London	01:29:00.000	01:31:58.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	22	Ultravox	Dancing with Tears in My Eyes	London	01:31:58.000	01:37:07.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	23	Ultravox	One Small Day	London	01:37:07.000	01:40:56.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	24	Ultravox	Vienna	London	01:40:56.000	01:45:42.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	25	Loudness	Gotta Fight	Video - Japan	01:46:00.000	01:47:56.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	26	Off Cause	Endless Night	Video - Japan	01:47:56.000	01:49:54.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	27	Eikichi Yazawa	Take It Time	Video - Japan	01:49:54.000	01:51:45.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	28	Motoharu San	Shame	Video - Japan	01:51:45.000	01:54:52.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	29	Spandau Ballet	Introduction by Andy Peebles	London	01:58:00.000	01:58:32.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	30	Spandau Ballet	Only When You Leave	London	01:58:32.000	02:03:54.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	31	Bernard Watson	All I Really Want to Do	Philadelphia	02:03:00.000	02:08:00.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	32	Spandau Ballet	Virgin	London	02:03:54.000	02:08:34.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	33	Bernard Watson	Interview	Philadelphia	02:08:00.000	02:12:03.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	34	Spandau Ballet	True	London	02:08:34.000	02:14:27.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	35	Joan Baez	Introduction by Bill Graham of Jack Nicholson	Philadelphia	02:13:00.000	02:13:46.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	36	Joan Baez	Introduction by Jack Nicholson	Philadelphia	02:13:46.000	02:15:05.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	37	Joan Baez	Speech	Philadelphia	02:15:05.000	02:16:20.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	38	Joan Baez	Amazing Grace	Philadelphia	02:16:20.000	02:18:15.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	39	Joan Baez	We Are the World	Philadelphia	02:18:15.000	02:20:49.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	40	Elvis Costello	Introduction by Andy Peebles	London	02:19:00.000	02:19:24.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	41	Elvis Costello	All You Need Is Love	London	02:19:24.000	02:23:06.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	42	The Hooters	Introduction by Bill Graham of Chevy Chase and Joe Piscopo	Philadelphia	02:22:00.000	02:23:30.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	43	The Hooters	Introduction by Chevy Chase and Joe Piscopo	Philadelphia	02:23:30.000	02:25:00.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	44	Austria for Afrika	Introduction	Video - Austria	02:24:00.000	02:24:52.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	45	Austria for Afrika	Warum	Video - Austria	02:24:52.000	02:29:23.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	46	The Hooters	And We Danced	Philadelphia	02:25:00.000	02:29:37.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	47	The Hooters	All You Zombies	Philadelphia	02:29:37.000	02:35:21.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	48	Nik Kershaw	Introduction by Tommy Vance	London	02:34:00.000	02:34:39.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	49	Nik Kershaw	Wide Boy	London	02:34:39.000	02:38:04.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	50	Nik Kershaw	Don Quixote	London	02:38:04.000	02:42:52.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	51	Nik Kershaw	The Riddle	London	02:42:52.000	02:47:05.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	52	Four Tops	Introduction by Chevy Chase	Philadelphia	02:44:00.000	02:44:20.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	53	Four Tops	Shake Me, Wake Me (When It's Over)	Philadelphia	02:44:20.000	02:47:02.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	54	Four Tops	Bernadette	Philadelphia	02:47:02.000	02:48:45.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	55	Nik Kershaw	Wouldn't It Be Good	London	02:47:05.000	02:52:17.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	56	Four Tops	It's the Same Old Song	Philadelphia	02:48:45.000	02:50:05.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	57	Four Tops	Reach Out I'll Be There	Philadelphia	02:50:05.000	02:51:41.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	58	Four Tops	I Can't Help Myself (Sugar Pie, Honey Bunch)	Philadelphia	02:51:41.000	02:54:09.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	59	B.B. King	Introduction [JVC North Sea Jazz Festival]	Video - Netherlands	02:52:00.000	02:52:40.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	60	B.B. King	When It All Comes Down [JVC North Sea Jazz Festival]	Video - Netherlands	02:52:40.000	02:53:08.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	61	B.B. King	Why I Sing the Blues [JVC North Sea Jazz Festival]	Video - Netherlands	02:53:08.000	02:56:29.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	62	B.B. King	Don't Answer the Door [JVC North Sea Jazz Festival]	Video - Netherlands	02:56:29.000	02:59:27.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	63	Billy Ocean	Introduction by Chevy Chase	Philadelphia	02:57:00.000	02:57:20.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	64	Billy Ocean	Caribbean Queen	Philadelphia	02:57:20.000	03:01:28.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	65	B.B. King	Rock Me Baby [JVC North Sea Jazz Festival]	Video - Netherlands	02:59:27.000	03:01:33.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	66	Billy Ocean	Loverboy	Philadelphia	03:01:28.000	03:05:06.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	67	Sade	Introduction	London	03:05:00.000	03:05:13.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	68	Sade	Why Can't We Live Together	London	03:05:13.000	03:10:48.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	69	Black Sabbath	Introduction by Chevy Chase	Philadelphia	03:07:00.000	03:07:20.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	70	Black Sabbath	Children of the Grave	Philadelphia	03:07:20.000	03:11:38.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	71	Sade	Your Love Is King	London	03:10:48.000	03:15:22.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	72	Black Sabbath	Iron Man	Philadelphia	03:11:38.000	03:19:22.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	73	Sade	Is It a Crime?	London	03:15:22.000	03:21:32.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	74	Black Sabbath	Paranoid	Philadelphia	03:19:22.000	03:22:40.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	75	Yu Rock Mission	Introduction by Mladen Popovic	Video - Yugoslavia	03:22:00.000	03:22:30.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	76	Yu Rock Mission	For a Million Years	Video - Yugoslavia	03:22:30.000	03:27:12.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	77	Run–D.M.C.	Introduction by Joe Piscopo	Philadelphia	03:24:00.000	03:24:20.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	78	Run–D.M.C.	Jam Master Jay	Philadelphia	03:24:20.000	03:27:20.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	79	Run–D.M.C.	King of Rock	Philadelphia	03:27:20.000	03:31:44.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	80	Sting	Introduction by Noel Edmonds	London	03:30:00.000	03:32:26.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	81	Sting	Roxanne	London	03:32:26.000	03:36:04.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	82	Sting	Driven to Tears	London	03:36:04.000	03:39:21.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	83	Rick Springfield	Introduction by Joe Piscopo	Philadelphia	03:39:00.000	03:39:20.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	84	Rick Springfield	Love Somebody	Philadelphia	03:39:20.000	03:42:57.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	85	Phil Collins	Against All Odds	London	03:39:21.000	03:42:46.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	86	Sting	Message in a Bottle	London	03:42:46.000	03:47:18.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	87	Rick Springfield	State of the Heart	Philadelphia	03:42:57.000	03:47:01.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	88	Rick Springfield	Human Touch	Philadelphia	03:47:01.000	03:49:24.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	89	Phil Collins	In the Air Tonight	London	03:47:18.000	03:52:03.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	90	Sting + Phil Collins + Branford Marsalis	Long Long Way to Go	London	03:52:03.000	03:55:33.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	91	Sting + Phil Collins + Branford Marsalis	Every Breath You Take	London	03:55:33.000	03:58:45.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	92	REO Speedwagon	Introduction by Chevy Chase	Philadelphia	03:59:00.000	03:59:20.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	93	REO Speedwagon	Can't Fight This Feeling	Philadelphia	03:59:20.000	04:04:45.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	94	Howard Jones	Introduction by Andy Peebles	London	04:01:00.000	04:01:48.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	95	Howard Jones	Hide and Seek	London	04:01:48.000	04:05:44.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	96	REO Speedwagon + Beach Boys	Roll with the Changes	Philadelphia	04:04:45.000	04:09:26.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	97	Автограф	Introduction by Vladimir Posner	Video - USSR	04:07:00.000	04:07:58.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	98	Автограф	Головокружение	Video - USSR	04:07:58.000	04:13:17.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	99	Автограф	Speech by Vladimir Posner	Video - USSR	04:13:17.000	04:13:55.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	100	Автограф	Нам Нужен Мир	Video - USSR	04:13:55.000	04:17:56.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	101	Bryan Ferry + David Gilmour	Introduction by Andy Peebles	London	04:20:00.000	04:20:20.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	102	Bryan Ferry + David Gilmour	Sensation	London	04:20:20.000	04:24:51.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	103	Crosby, Stills and Nash	Southern Cross	Philadelphia	04:24:00.000	04:28:57.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	104	Bryan Ferry + David Gilmour	Boys and Girls	London	04:24:51.000	04:29:22.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	105	Crosby, Stills and Nash	Teach Your Children	Philadelphia	04:28:57.000	04:32:10.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	106	Bryan Ferry + David Gilmour	Slave to Love	London	04:29:22.000	04:33:05.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	107	Crosby, Stills and Nash	Suite: Judy Blue Eyes	Philadelphia	04:32:10.000	04:40:15.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	108	Bryan Ferry + David Gilmour	Jealous Guy	London	04:33:05.000	04:37:54.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	109	Band Für Afrika	Introduction by Evelyn Selbert and Ken Janz	Video - Germany	04:39:00.000	04:39:20.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	110	Band Für Afrika	Speech by Udo Lindenberg	Video - Germany	04:39:20.000	04:43:33.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	111	Judas Priest	Introduction by Chevy Chase	Philadelphia	04:41:00.000	04:41:20.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	112	Judas Priest	Living After Midnight	Philadelphia	04:41:20.000	04:45:21.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	113	Band Für Afrika	Nackt im Wind	Video - Germany	04:43:33.000	04:47:36.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	114	Judas Priest	The Green Manalishi (With the Two-Pronged Crown)	Philadelphia	04:45:21.000	04:49:03.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	115	Band Für Afrika	Ein Jahr (Es Geht Voran)	Video - Germany	04:47:36.000	04:50:05.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	116	Judas Priest	You've Got Another Thing Comin'	Philadelphia	04:49:03.000	04:56:19.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	117	Paul Young	Introduction by Andy Peebles	London	04:52:00.000	04:53:01.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	118	Paul Young	Do They Know It's Christmas? [Note: Intro Only]	London	04:53:01.000	04:53:54.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	119	Paul Young	Come Back and Stay	London	04:53:54.000	05:01:04.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	120	Paul Young + Alison Moyet	That's the Way Love Is	London	05:01:04.000	05:05:55.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	121	Paul Young	Everytime You Go Away	London	05:05:55.000	05:12:47.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	122	Bryan Adams	Introduction by Jack Nicholson	Philadelphia	05:13:00.000	05:13:20.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	123	Bryan Adams	Kids Wanna Rock	Philadelphia	05:13:20.000	05:16:19.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	124	Bryan Adams	Summer of '69	Philadelphia	05:16:19.000	05:20:45.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	125	Bryan Adams	Tears Are Not Enough	Philadelphia	05:20:45.000	05:24:57.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	126	Bryan Adams	Cuts Like a Knife	Philadelphia	05:24:57.000	05:30:31.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	127	U2	Introduction by Jack Nicholson	Philadelphia	05:31:00.000	05:31:29.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	128	U2	Introduction by Tommy Vance	London	05:31:29.000	05:32:10.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	129	U2	Sunday Bloody Sunday	London	05:32:10.000	05:37:30.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	130	U2	Bad [Note: Included Satellite of Love - Lou Reed; Ruby Tuesday - Rolling Stones; Sympathy for the Devil - Rolling Stones; Walk on the Wild Side - Lou Reed]	London	05:37:30.000	05:49:57.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
7	131	The Beach Boys	Introduction by Bill Graham of Marilyn McCoo	Philadelphia	05:51:00.000	05:51:20.000	Live Aid (1985) - S01E07 - BBC Simulcast.mp4
